uniqueid,age_band,gender,culp_planning,culp_forcethreat,culp_role,culp_other_sophisticated,culp_other_usedchild,culp_other_banning,culp_other_involveothers,culp_other_coerced,culp_other_disorder,value_goods,harm_emotional,harm_injury,harm_damage,harm_effect,harm_otherfactors,culpability_category,harm_category,starting_point,agg_precons,agg_precons_amount,agg_attemptstoconceal,agg_failuretocomply,agg_bail,agg_TICs,agg_widerimpact,agg_prevalence,agg_professional,agg_stealing,agg_otherfactors,mit_age,mit_character,mit_convictions,mit_finhardship,mit_steps,mit_disorder,mit_remorse,mit_return,mit_condition,mit_carer,mit_otherfactors,outcome_before_GP,GP_entered,GP_firstopportunity,GP_when,GP_fewerrequirements,GP_reduction,GP_percentreduction,GP_droppedthreshold,outcome,outcome_custody_measure,outcome_custody_length,outcome_custody_years,outcome_suspension_years,totality_adjustment
POST2123,40 to 49,Male,Some planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,1,Unknown/Missing,Unknown/Missing,Fine band A,Yes,4 to 9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,1,33,0,Fine band A,,,,,Yes
POST2124,40 to 49,Female,Some planning,None,Lone,0,0,0,0,0,1,£101-£200,0,0,0,0,1,C - Lesser,Category 3,Fine band C,Yes,4 to 9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Unknown/Missing,Yes,Yes,First hearing,0,1,33,0,Unknown/Missing,,,,,Unknown/Missing
POST2125,30 to 39,Female,Some planning,None,Lone,0,0,0,0,0,0,More than £1000,0,0,0,0,0,B - Medium,Category 1,Unknown/Missing,Yes,1 to 3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,0,,1,Community Order - Medium,,,,,No
POST2126,40 to 49,Male,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,£201-£500,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Yes,Unknown/Missing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,1,Unknown,0,Immediate Custody,weeks,40,0.77,,Unknown/Missing
POST2127,50 to 59,Male,Little or no planning,Unknown/Missing,Lone,0,0,0,1,0,0,£501-£1000,0,0,0,1,0,C - Lesser,Category 2,Fine (no band),No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST2128,30 to 39,Male,Little or no planning,Unknown/Missing,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,20 or more,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,Unknown/Missing,0,0,,1,Community Order - Low,,,,,Unknown/Missing
POST2129,60 and over,Female,Some planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,B - Medium,Category 2,Community Order - Low,Yes,20 or more,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,6,0.12,,No
POST2130,30 to 39,Male,Unknown/Missing,Unknown/Missing,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,No,Day of trial,0,0,,1,Community Order - Medium,,,,,Unknown/Missing
POST2131,30 to 39,Male,Little or no planning,None,Leading,0,0,0,0,0,0,£11-£50,0,0,0,1,0,B - Medium,Unknown/Missing,Unknown/Missing,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,1,0,,0,Community Order - Medium,,,,,Yes
POST2132,22 to 29,Male,Some planning,None,Leading,0,0,0,0,0,0,More than £1000,0,0,0,1,0,A - High,Category 1,Unknown/Missing,Yes,10 to 19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,25,0,Immediate Custody,weeks,16,0.31,,Yes
POST2133,50 to 59,Male,Some planning,None,Leading,0,0,0,0,0,0,Up to £10,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,4 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Discharge,Yes,Yes,First hearing,0,1,25,0,Conditional discharge,,,,,Unknown/Missing
POST2134,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Fine band A,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,No
POST2135,40 to 49,Male,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,No,Not applicable,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Fine band C,Yes,Yes,First hearing,1,0,,0,Community Order - Low,,,,,No
POST2136,18 to 21,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Fine band A,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,0,Unknown/Missing,,,,,Unknown/Missing
POST2137,40 to 49,Male,Some planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,1,1,0,B - Medium,Category 3,Unknown/Missing,Yes,10 to 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,1,33,0,Unknown/Missing,,,,,Unknown/Missing
POST2138,18 to 21,Male,Little or no planning,None,Leading,0,0,0,0,0,0,£201-£500,0,0,0,1,0,B - Medium,Category 3,Custody,Yes,4 to 9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Immediate Custody,Yes,Yes,First hearing,0,0,,1,Community Order - High,,,,,Yes
POST2139,Unknown/Missing,Male,Some planning,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,£101-£200,0,0,0,0,0,B - Medium,Category 3,Unknown/Missing,Yes,20 or more,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Unknown/Missing,First hearing,0,1,33,0,Unknown/Missing,,,,,Unknown/Missing
POST2140,30 to 39,Male,Little or no planning,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,20 or more,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band C,Yes,Yes,Unknown/Missing,0,1,Unknown,0,Community Order - Low,,,,,Yes
POST2141,18 to 21,Male,High level of planning,Unknown/Missing,Significant,1,0,0,0,0,0,£201-£500,0,0,0,0,0,A - High,Category 2,Community Order - Medium,No,Not applicable,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,Subsequent hearing,0,1,33,0,Community Order - Low,,,,,Unknown/Missing
POST2142,30 to 39,Female,High level of planning,None,Significant,0,0,0,0,0,0,£51-£100,0,0,0,0,0,B - Medium,Category 3,Fine (no band),Yes,4 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band C,Yes,Unknown/Missing,Unknown/Missing,0,1,33,1,Conditional discharge,,,,,Unknown/Missing
POST2143,50 to 59,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Absolute discharge,Yes,4 to 9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,0,1,Unknown,0,Community Order - Low,,,,,Yes
POST2144,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band C,Yes,Yes,First hearing,0,1,30,0,Fine band B,,,,,Unknown/Missing
POST2145,30 to 39,Male,Some planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,B - Medium,Category 3,Fine (no band),Yes,4 to 9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Community Order - Medium,Yes,Yes,First hearing,0,1,Unknown,0,Community Order - Low,,,,,Unknown/Missing
POST2146,30 to 39,Male,Some planning,Unknown/Missing,Lone,0,0,1,0,0,0,£101-£200,0,0,0,0,1,B - Medium,Category 3,Community Order (no level),Yes,4 to 9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Suspended sentence order,Yes,Yes,Unknown/Missing,1,0,,0,Suspended sentence order,weeks,12,0.23,1,Unknown/Missing
POST2147,40 to 49,Male,Some planning,None,Limited,0,0,0,0,0,0,£201-£500,0,0,0,1,0,C - Lesser,Category 2,Fine band C,No,Not applicable,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Fine band C,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST2148,30 to 39,Male,Some planning,Unknown/Missing,Unknown/Missing,1,0,0,0,0,0,£201-£500,0,0,1,0,0,B - Medium,Category 2,Community Order - Medium,No,Not applicable,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,1,1,33,0,Community Order - Low,,,,,Yes
POST2149,Unknown/Missing,Female,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,£501-£1000,0,0,0,0,0,B - Medium,Category 2,Unknown/Missing,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Community Order - Low,Yes,Unknown/Missing,First hearing,0,1,33,0,Conditional discharge,,,,,No
POST2150,30 to 39,Male,Some planning,Limited or low level,Leading,0,0,0,0,0,0,£201-£500,1,1,0,0,0,B - Medium,Category 2,Unknown/Missing,Yes,20 or more,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,Unknown/Missing,0,1,33,0,Immediate Custody,weeks,28,0.54,,Yes
POST2151,60 and over,Male,Little or no planning,None,Limited,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Community Order - Low,Yes,Yes,Unknown/Missing,0,1,33,0,Fine band B,,,,,Yes
POST2152,Unknown/Missing,Female,Unknown/Missing,Limited or low level,Limited,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,10 to 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crown Court,Yes,Yes,Unknown/Missing,0,0,,0,Crown Court,,,,,Yes
POST2153,40 to 49,Female,Little or no planning,None,Lone,0,0,0,0,0,0,Up to £10,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),No,Not applicable,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST2154,50 to 59,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,No,Not applicable,Not applicable,0,0,,0,Community Order - Medium,,,,,Unknown/Missing
POST2155,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,4 to 9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST2156,40 to 49,Male,Little or no planning,None,Limited,0,0,0,0,0,1,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Fine band A,No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Fine band A,Yes,Unknown/Missing,First hearing,0,1,33,0,Fine band A,,,,,Unknown/Missing
POST2157,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Community Order - Medium,Yes,4 to 9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Community Order - Medium,Yes,Yes,First hearing,0,0,,1,Community Order - Medium,,,,,Yes
POST2158,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Fine band C,Yes,4 to 9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,0,Community Order - High,,,,,Yes
POST2159,Unknown/Missing,Female,Little or no planning,None,Leading,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,0,1,10,0,Community Order - Low,,,,,No
POST2160,30 to 39,Male,Some planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,B - Medium,Category 3,Fine (no band),Yes,10 to 19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suspended sentence order,Yes,Yes,First hearing,0,0,,0,Suspended sentence order,weeks,12,0.23,,Unknown/Missing
POST2161,Unknown/Missing,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,1,33,0,Fine band A,,,,,Unknown/Missing
POST2162,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,1,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,1 to 3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Community Order - Low,Yes,Yes,First hearing,1,0,,0,Community Order - Low,,,,,Yes
POST2163,50 to 59,Male,Little or no planning,None,Leading,0,0,0,0,0,0,£11-£50,0,0,0,1,0,B - Medium,Category 3,Unknown/Missing,Yes,10 to 19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,33,0,Community Order - Medium,,,,,Yes
POST2164,50 to 59,Male,Little or no planning,None,Leading,0,0,0,0,0,0,Up to £10,0,0,0,1,0,B - Medium,Category 3,Fine (no band),Yes,Unknown/Missing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Fine band C,Yes,Yes,First hearing,0,0,,0,Conditional discharge,,,,,Yes
POST2165,50 to 59,Female,Little or no planning,None,Leading,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,1 to 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,1,0,,0,Community Order - Low,,,,,Yes
POST2166,30 to 39,Male,Little or no planning,None,Leading,0,0,0,0,0,0,£51-£100,0,0,0,1,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Yes,Unknown/Missing,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,0,,0,Immediate Custody,weeks,16,0.31,,Yes
POST2167,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,C - Lesser,Category 2,Fine band B,Yes,20 or more,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,1,1,33,0,Community Order - Medium,,,,,Yes
POST2168,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,Up to £10,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,1,Unknown,0,Other,,,,,Unknown/Missing
POST2169,22 to 29,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,C - Lesser,Category 2,Community Order (no level),Yes,4 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,1,0,,0,Community Order - Medium,,,,,Yes
POST2170,18 to 21,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,4 to 9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suspended sentence order,Yes,Yes,First hearing,0,1,33,0,Suspended sentence order,weeks,16,0.31,,Unknown/Missing
POST2171,22 to 29,Female,Little or no planning,None,Lone,0,0,0,0,0,0,More than £1000,0,0,0,1,0,C - Lesser,Category 1,Unknown/Missing,Yes,20 or more,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - High,Yes,Yes,First hearing,0,0,,1,Community Order - High,,,,,Yes
POST2172,40 to 49,Male,Some planning,Limited or low level,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - High,Yes,Yes,First hearing,0,1,20,0,Community Order - High,,,,,Yes
POST2173,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,1,0,,0,Community Order - Low,,,,,Yes
POST2174,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,1,33,0,Fine band A,,,,,Yes
POST2175,40 to 49,Male,Some planning,None,Leading,0,0,0,0,0,0,£201-£500,0,0,0,0,0,A - High,Category 3,Community Order (no level),Yes,1 to 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - High,Yes,Yes,First hearing,1,0,,0,Community Order - Low,,,,,Unknown/Missing
POST2176,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,33,0,Fine band B,,,,,Unknown/Missing
POST2177,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST2178,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,1,1,£11-£50,0,0,0,1,0,C - Lesser,Unknown/Missing,Unknown/Missing,Yes,1 to 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,1,1,Unknown,0,Community Order - Low,,,,,Yes
POST2179,18 to 21,Male,Some planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,B - Medium,Category 3,Fine band C,Yes,1 to 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,33,0,Community Order - Medium,,,,,Yes
POST2180,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,10 to 19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,8,0.15,,Yes
POST2181,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,1,0,,0,Community Order - Medium,,,,,Yes
POST2182,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,Up to £10,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,4 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST2183,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,Up to £10,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,4 to 9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST2184,40 to 49,Female,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,£51-£100,0,0,0,1,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Yes,10 to 19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,0,,0,Community Order - Medium,,,,,Yes
POST2185,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,Up to £10,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,1,0,,0,Community Order - Medium,,,,,No
POST2186,30 to 39,Male,Some planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,C - Lesser,Category 2,Fine band B,Yes,4 to 9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,6,0.12,,Unknown/Missing
POST2187,50 to 59,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,4 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Discharge,Yes,Yes,First hearing,0,0,,0,Conditional discharge,,,,,Yes
POST2188,Unknown/Missing,Male,Some planning,None,Lone,0,0,0,0,0,0,£501-£1000,0,0,0,0,0,B - Medium,Category 2,Community Order (no level),Yes,1 to 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,Unknown,0,Immediate Custody,weeks,8,0.15,,Yes
POST2189,22 to 29,Female,Some planning,None,Lone,0,0,0,0,0,0,£501-£1000,0,0,0,0,0,B - Medium,Category 2,Community Order - Low,No,Not applicable,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Community Order - High,Yes,Yes,First hearing,0,1,Unknown,0,Community Order - High,,,,,Yes
POST2190,40 to 49,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,20 or more,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crown Court,Yes,Yes,First hearing,0,0,,0,Crown Court,,,,,Unknown/Missing
POST2191,30 to 39,Male,Some planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,days,14,0.04,,Yes
POST2192,40 to 49,Female,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,Up to £10,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,0,,0,Unknown/Missing,,,,,Unknown/Missing
POST2193,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,1,30,0,Unknown/Missing,,,,,No
POST2194,40 to 49,Female,Little or no planning,None,Significant,0,0,0,0,0,0,£51-£100,0,0,0,1,0,B - Medium,Category 3,Unknown/Missing,Yes,1 to 3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Community Order - Medium,Yes,No,Day of trial,0,0,,0,Community Order - Medium,,,,,Unknown/Missing
POST2195,22 to 29,Male,Some planning,None,Leading,0,0,0,0,0,0,£51-£100,0,0,0,1,0,B - Medium,Category 3,Fine band B,Yes,4 to 9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,1,0,,0,Community Order - Medium,,,,,Yes
POST2196,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,Up to £10,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Yes
POST2197,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,Unknown/Missing,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,0,,1,Suspended sentence order,weeks,22,0.42,1,Yes
POST2198,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,B - Medium,Category 2,Community Order (no level),Yes,20 or more,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crown Court,Yes,Yes,First hearing,0,0,,0,Crown Court,,,,,Yes
POST2199,50 to 59,Male,Some planning,None,Leading,0,0,0,0,0,0,£201-£500,0,0,0,1,0,C - Lesser,Category 2,Unknown/Missing,Yes,Unknown/Missing,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,No,Subsequent hearing,0,0,,0,Immediate Custody,weeks,8,0.15,,Yes
